Unnamed: 0;geometry;label;date;tile_number;id;location_id;image_dir;chemin_directory;date_satellites_S1;nouveau_chemin;latitude_centroid;longitude_centroid;tempmax;tempmin;temp;feelslikemax;feelslikemin;feelslike;dew;humidity;precip;precipprob;precipcover;preciptype;snow;snowdepth;windgust;windspeed;winddir;pressure;cloudcover;visibility;solarradiation;solarenergy;uvindex;sunrise;sunriseEpoch;sunset;sunsetEpoch;moonphase;conditions;description;icon;stations;source;timezone;folder
426;[[[32.750177, -20.016982], [32.750104, -20.063249], [32.799069, -20.063311], [32.799128, -20.017044], [32.750177, -20.016982]]];0;16/02/2019;-58;sen12floods_s1_labels_0198_2019_02_16;198;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0198_2019_02_16;'0198;20190216;['sen12flood\\0198\\S1B_IW_GRDH_1SDV_20190216T162250_20190216T162319_014973_01BF7C_993E_corrected_VH.tif', 'sen12flood\\0198\\S1B_IW_GRDH_1SDV_20190216T162250_20190216T162319_014973_01BF7C_993E_corrected_VV.tif'];-20.0401476025363;32.77461949686385;;;;;;;;;;;0.0;;;;;0.0;;;;;;;;05:40:52;1550288452;18:24:50;1550334290;0.39;;;;;comb;Africa/Harare;198
427;[[[146.753821, -19.323129], [146.753751, -19.3694], [146.802506, -19.369459], [146.802561, -19.323189], [146.753821, -19.323129]]];1;05/02/2019;70;sen12floods_s1_labels_0326_2019_02_05;326;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0326_2019_02_05;'0326;20190205;['sen12flood\\0326\\S1B_IW_GRDH_1SDV_20190205T194327_20190205T194356_014815_01BA56_586F_corrected_VH.tif', 'sen12flood\\0326\\S1B_IW_GRDH_1SDV_20190205T194327_20190205T194356_014815_01BA56_586F_corrected_VV.tif'];-19.346295436266;146.7781596589958;29.0;24.0;26.0;35.6;24.0;27.4;24.8;93.0;27.958;100.0;12.5;['rain'];;;;31.7;108.7;1000.1;65.9;9.1;;;;05:59:50;1549310390;18:53:36;1549356816;0.0;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;['95296099999', 'CBGR', 'YBTL', '94294099999', '95295099999', '95293099999'];obs;Australia/Brisbane;326
428;[[[48.796647, 31.58226], [48.797732, 31.5361], [48.851629, 31.537017], [48.85057, 31.583179], [48.796647, 31.58226]]];0;25/02/2019;47;sen12floods_s1_labels_47_2019_02_25;47;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_47_2019_02_25;'47;20190225;['sen12flood\\47\\S1A_IW_GRDH_1SDV_20190225T024629_20190225T024654_026080_02E8A0_D1D3_corrected_VH.tif', 'sen12flood\\47\\S1A_IW_GRDH_1SDV_20190225T024629_20190225T024654_026080_02E8A0_D1D3_corrected_VV.tif'];31.55964086039018;48.82414460835255;23.5;13.8;18.1;23.5;13.8;18.1;7.4;51.5;;0.0;0.0;;;;;16.8;303.6;1017.2;23.3;10.0;;;;06:46:45;1551064605;18:09:19;1551105559;0.69;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['OIAW', '40811099999', 'OIAI', '40812099999'];obs;Asia/Tehran;47
429;[[[48.524624, 31.669628], [48.525847, 31.623477], [48.579784, 31.624511], [48.578587, 31.670664], [48.524624, 31.669628]]];0;14/03/2019;-3;sen12floods_s1_labels_0253_2019_03_14;253;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0253_2019_03_14;'0253;20190314;['sen12flood\\0253\\S1B_IW_GRDH_1SDV_20190314T144229_20190314T144258_015352_01CBE7_2343_corrected_VH.tif', 'sen12flood\\0253\\S1B_IW_GRDH_1SDV_20190314T144229_20190314T144258_015352_01CBE7_2343_corrected_VV.tif'];31.64707185910242;48.552210597496384;20.6;12.8;16.6;20.6;12.8;16.6;8.0;58.0;;0.0;0.0;;;;38.9;24.5;118.9;1013.5;64.8;9.4;;;;06:27:47;1552532267;18:22:51;1552575171;0.25;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['40794099999', 'OIAW', '40811099999', 'OIAI', '40812099999'];obs;Asia/Tehran;253
430;[[[-1.688206, 6.638513], [-1.688329, 6.592209], [-1.642025, 6.592086], [-1.641898, 6.638389], [-1.688206, 6.638513]]];0;27/01/2019;111;sen12floods_s1_labels_0111_2019_01_27;111;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0111_2019_01_27;'0111;20190127;['sen12flood\\0111\\S1A_IW_GRDH_1SDV_20190127T182632_20190127T182657_025667_02D9D5_1BDD_corrected_VH.tif', 'sen12flood\\0111\\S1A_IW_GRDH_1SDV_20190127T182632_20190127T182657_025667_02D9D5_1BDD_corrected_VV.tif'];6.61529958375778;-1.665114581547765;35.2;24.4;28.6;32.8;24.4;27.8;16.6;60.1;;0.0;0.0;;;;;7.6;263.6;1011.7;62.5;7.3;;;;06:24:43;1548570283;18:14:04;1548612844;0.75;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['65442099999'];obs;Africa/Accra;111
431;[[[48.797732, 31.5361], [48.798815, 31.489939], [48.852685, 31.490854], [48.851629, 31.537017], [48.797732, 31.5361]]];0;01/03/2019;20;sen12floods_s1_labels_0276_2019_03_01;276;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0276_2019_03_01;'0276;20190301;['sen12flood\\0276\\S1A_IW_GRDH_1SDV_20190301T145101_20190301T145126_026146_02EAEB_5BA6_corrected_VH.tif', 'sen12flood\\0276\\S1A_IW_GRDH_1SDV_20190301T145101_20190301T145126_026146_02EAEB_5BA6_corrected_VV.tif'];31.51347943267032;48.82521535512093;16.6;8.9;13.9;16.6;8.9;13.9;7.0;65.7;;0.0;0.0;;;;46.4;24.7;290.2;1006.1;46.2;8.8;;;;06:42:14;1551409934;18:12:25;1551451345;0.82;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['OIAW', '40811099999', 'OIAI', '40812099999'];obs;Asia/Tehran;276
432;[[[31.126778, -17.841099], [31.126293, -17.887353], [31.174602, -17.887812], [31.175074, -17.841557], [31.126778, -17.841099]]];0;23/01/2019;45;sen12floods_s1_labels_0045_2019_01_23;45;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0045_2019_01_23;'0045;20190123;['sen12flood\\0045\\S1B_IW_GRDH_1SDV_20190123T162344_20190123T162409_014623_01B40F_3BD7_corrected_VH.tif', 'sen12flood\\0045\\S1B_IW_GRDH_1SDV_20190123T162344_20190123T162409_014623_01B40F_3BD7_corrected_VV.tif'];-17.86445628884821;31.150686815537654;24.1;19.1;22.1;24.1;19.1;22.1;16.7;71.8;;0.0;0.0;;;;;9.4;166.4;1017.7;90.1;14.4;;;;05:37:09;1548214629;18:36:57;1548261417;0.57;Overcast;Cloudy skies throughout the day.;cloudy;['67775099999', '67785099999', '67877099999'];obs;Africa/Harare;45
433;[[[32.846492, -19.779967], [32.846447, -19.826235], [32.89534, -19.826271], [32.89537, -19.780002], [32.846492, -19.779967]]];0;28/02/2019;-41;sen12floods_s1_labels_0215_2019_02_28;215;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0215_2019_02_28;'0215;20190228;['sen12flood\\0215\\S1B_IW_GRDH_1SDV_20190228T162319_20190228T162344_015148_01C539_5754_corrected_VH.tif', 'sen12flood\\0215\\S1B_IW_GRDH_1SDV_20190228T162319_20190228T162344_015148_01C539_5754_corrected_VV.tif'];-19.8031199332099;32.870912336128704;29.6;23.4;26.1;31.5;23.4;27.0;20.4;71.6;;0.0;0.0;;;;;14.8;55.9;;7.5;27.6;;;;05:45:46;1551325546;18:16:09;1551370569;0.79;Clear;Clear conditions throughout the day.;clear-day;['67897099999', '67983099999', '67299199999'];obs;Africa/Harare;215
434;[[[54.407983, 37.062602], [54.409551, 37.016495], [54.467049, 37.017737], [54.465516, 37.063846], [54.407983, 37.062602]]];0;16/04/2019;34;sen12floods_s1_labels_0290_2019_04_16;290;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0290_2019_04_16;'0290;20190416;['sen12flood\\0290\\S1A_IW_GRDH_1SDV_20190416T022831_20190416T022856_026809_03034B_2AC9_corrected_VH.tif', 'sen12flood\\0290\\S1A_IW_GRDH_1SDV_20190416T022831_20190416T022856_026809_03034B_2AC9_corrected_VV.tif'];37.04017234376475;54.43752480045746;29.0;6.2;17.4;29.1;6.1;17.2;12.1;74.2;0.0;0.0;0.0;;;;;24.5;43.5;1009.3;55.6;10.0;;;;06:17:23;1555379243;19:27:32;1555426652;0.39;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['OINK', '38750099999', '40738099999', 'OING', '40735099999'];obs;Asia/Tehran;290
435;[[[-1.734277, 6.731243], [-1.734397, 6.684938], [-1.688083, 6.684817], [-1.687959, 6.731121], [-1.734277, 6.731243]]];0;09/01/2019;100;sen12floods_s1_labels_0100_2019_01_09;100;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0100_2019_01_09;'0100;20190109;['sen12flood\\0100\\S1B_IW_GRDH_1SDV_20190109T182548_20190109T182613_014421_01AD81_7F46_corrected_VH.tif', 'sen12flood\\0100\\S1B_IW_GRDH_1SDV_20190109T182548_20190109T182613_014421_01AD81_7F46_corrected_VV.tif'];6.708030083684137;-1.7111790816002164;33.6;25.1;29.6;34.7;25.1;30.9;20.2;59.2;;0.0;0.0;;;;;7.6;138.6;1010.1;30.0;6.3;;;;06:21:11;1547014871;18:06:33;1547057193;0.11;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['65442099999'];obs;Africa/Accra;100
436;[[[54.467049, 37.017737], [54.468579, 36.971629], [54.526047, 36.972841], [54.524552, 37.018951], [54.467049, 37.017737]]];0;11/04/2019;38;sen12floods_s1_labels_0294_2019_04_11;294;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0294_2019_04_11;'0294;20190411;['sen12flood\\0294\\S1A_IW_GRDH_1SDV_20190411T022013_20190411T022038_026736_030097_D4A4_corrected_VH.tif', 'sen12flood\\0294\\S1A_IW_GRDH_1SDV_20190411T022013_20190411T022038_026736_030097_D4A4_corrected_VV.tif'];36.99529184497978;54.49655680413733;28.7;13.9;19.5;28.8;13.9;19.5;15.7;82.1;0.0;0.0;0.0;;;;;18.2;302.5;1011.9;66.4;6.6;;;;06:24:07;1554947647;19:22:49;1554994369;0.21;Partially cloudy;Clearing in the afternoon.;partly-cloudy-day;['OINK', '38750099999', '40738099999', 'OING', '40739099999', '40735099999'];obs;Asia/Tehran;294
437;[[[36.752383, -17.784428], [36.75335, -17.830607], [36.801563, -17.829673], [36.800584, -17.783497], [36.752383, -17.784428]]];0;01/02/2019;-94;sen12floods_s1_labels_0162_2019_02_01;162;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0162_2019_02_01;'0162;20190201;['sen12flood\\0162\\S1A_IW_GRDH_1SDV_20190201T030014_20190201T030039_025730_02DC2B_1D60_corrected_VH.tif', 'sen12flood\\0162\\S1A_IW_GRDH_1SDV_20190201T030014_20190201T030039_025730_02DC2B_1D60_corrected_VV.tif', 'sen12flood\\0162\\S1B_IW_GRDH_1SDV_20190201T155907_20190201T155936_014754_01B83C_9098_corrected_VH.tif', 'sen12flood\\0162\\S1B_IW_GRDH_1SDV_20190201T155907_20190201T155936_014754_01B83C_9098_corrected_VV.tif'];-17.807052217209865;36.77696977958627;34.0;23.8;28.7;40.3;23.8;31.6;23.2;74.0;0.0;0.0;0.0;;;;;18.4;167.4;1012.4;41.7;14.6;;;;05:19:55;1548991195;18:12:44;1549037564;0.88;Partially cloudy;Becoming cloudy in the afternoon.;partly-cloudy-day;['FQQL', '67283099999'];obs;Africa/Maputo;162
438;[[[48.695195, 30.636384], [48.696288, 30.590219], [48.749651, 30.591154], [48.748582, 30.637319], [48.695195, 30.636384]]];0;06/04/2019;-11;sen12floods_s1_labels_0245_2019_04_06;245;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0245_2019_04_06;'0245;20190406;['sen12flood\\0245\\S1A_IW_GRDH_1SDV_20190406T145101_20190406T145126_026671_02FE34_475A_corrected_VH.tif', 'sen12flood\\0245\\S1A_IW_GRDH_1SDV_20190406T145101_20190406T145126_026671_02FE34_475A_corrected_VV.tif'];30.6137707284175;48.72242891902047;31.1;19.8;25.4;30.3;19.8;25.3;15.2;54.8;;0.0;0.0;;;;42.5;22.7;117.5;1011.0;48.9;10.0;;;;06:58:44;1554517724;19:36:59;1554563219;0.03;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['OIAM', 'OIAW', '40831099999', '40691099999', '40780199999', 'OIAA'];obs;Asia/Tehran;245
439;[[[36.841213, -1.242121], [36.841175, -1.28841], [36.887167, -1.288448], [36.887204, -1.242158], [36.841213, -1.242121]]];0;02/02/2019;30;sen12floods_s1_labels_30_2019_02_02;30;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_30_2019_02_02;'30;20190202;['sen12flood\\30\\S1A_IW_GRDH_1SDV_20190202T155600_20190202T155625_025752_02DD0C_8A1E_corrected_VH.tif', 'sen12flood\\30\\S1A_IW_GRDH_1SDV_20190202T155600_20190202T155625_025752_02DD0C_8A1E_corrected_VV.tif'];-1.265284334008635;36.86418983266129;29.0;14.0;21.7;27.4;14.0;21.3;5.1;41.2;0.0;0.0;0.0;;;;;34.7;47.1;1020.6;10.2;12.5;;;;06:41:11;1549078871;18:51:13;1549122673;0.91;Clear;Clear conditions throughout the day.;clear-day;['HKJK', '63741099999', 'HKNW', '63740099999', '63742099999'];obs;Africa/Nairobi;30
440;[[[32.609107, -25.817666], [32.608955, -25.863899], [32.660056, -25.864028], [32.660188, -25.817795], [32.609107, -25.817666]]];0;05/01/2019;122;sen12floods_s1_labels_0122_2019_01_05;122;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0122_2019_01_05;'0122;20190105;['sen12flood\\0122\\S1A_IW_GRDH_1SDV_20190105T162226_20190105T162251_025344_02CE22_172D_corrected_VH.tif', 'sen12flood\\0122\\S1A_IW_GRDH_1SDV_20190105T162226_20190105T162251_025344_02CE22_172D_corrected_VV.tif'];-25.840848508167827;32.63457649071746;38.0;22.0;27.7;44.3;22.0;29.8;21.6;72.8;33.0;100.0;4.17;['rain'];;;51.8;31.7;76.2;1010.7;55.9;11.4;;;;05:03:57;1546657437;18:45:18;1546706718;0.98;Rain, Partially cloudy;Partly cloudy throughout the day with late afternoon rain.;rain;['67341099999', 'FQMA'];obs;Africa/Maputo;122
441;[[[48.694098, 30.682547], [48.695195, 30.636384], [48.748582, 30.637319], [48.747512, 30.683485], [48.694098, 30.682547]]];0;14/04/2019;-13;sen12floods_s1_labels_0243_2019_04_14;243;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0243_2019_04_14;'0243;20190414;['sen12flood\\0243\\S1A_IW_GRDH_1SDV_20190414T024630_20190414T024655_026780_03023B_A4EB_corrected_VH.tif', 'sen12flood\\0243\\S1A_IW_GRDH_1SDV_20190414T024630_20190414T024655_026780_03023B_A4EB_corrected_VV.tif', 'sen12flood\\0243\\S1A_IW_GRDH_1SDV_20190414T024655_20190414T024720_026780_03023B_B70D_corrected_VH.tif', 'sen12flood\\0243\\S1A_IW_GRDH_1SDV_20190414T024655_20190414T024720_026780_03023B_B70D_corrected_VV.tif'];30.659935703654668;48.72134694768903;33.1;18.7;25.7;31.1;18.7;25.0;10.8;44.0;;0.0;0.0;;;;;24.6;304.8;1008.5;1.3;10.0;;;;06:49:22;1555208362;19:42:06;1555254726;0.32;Clear;Clear conditions throughout the day.;clear-day;['OIAM', 'OIAW', '40831099999', '40811099999', '40780199999', 'OIAA'];obs;Asia/Tehran;243
442;[[[48.738855, 31.052796], [48.739946, 31.006633], [48.79354, 31.007561], [48.792475, 31.053725], [48.738855, 31.052796]]];0;13/04/2019;27;sen12floods_s1_labels_27_2019_04_13;27;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_27_2019_04_13;'27;20190413;['sen12flood\\27\\S1A_IW_GRDH_1SDV_20190413T144244_20190413T144309_026773_0301F5_9F57_corrected_VH.tif', 'sen12flood\\27\\S1A_IW_GRDH_1SDV_20190413T144244_20190413T144309_026773_0301F5_9F57_corrected_VV.tif'];31.03018061765988;48.76620400957818;30.8;19.2;24.5;29.1;19.2;24.2;12.8;51.7;;0.0;0.0;;;;;15.0;327.0;1008.4;47.8;10.0;;;;06:49:59;1555121999;19:41:37;1555168297;0.28;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['OIAM', 'OIAW', '40811099999', '40780199999'];obs;Asia/Tehran;27
443;[[[-1.641898, 6.638389], [-1.642025, 6.592086], [-1.595722, 6.591957], [-1.595591, 6.63826], [-1.641898, 6.638389]]];0;17/12/2018;28;sen12floods_s1_labels_28_2018_12_17;28;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_28_2018_12_17;'28;20181217;['sen12flood\\28\\S1A_IW_GRDH_1SDV_20181217T181826_20181217T181851_025069_02C42B_6B4A_corrected_VH.tif', 'sen12flood\\28\\S1A_IW_GRDH_1SDV_20181217T181826_20181217T181851_025069_02C42B_6B4A_corrected_VV.tif'];6.615173333313763;-1.6188089981427236;33.6;26.1;29.4;36.1;26.1;31.4;22.3;67.4;;0.0;0.0;;;;;11.2;291.0;1012.9;56.7;8.0;;;;06:10:23;1545027023;17:54:44;1545069284;0.33;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['65442099999'];obs;Africa/Accra;28
444;[[[30.033712, -1.901496], [30.033794, -1.947753], [30.079766, -1.947669], [30.079683, -1.901415], [30.033712, -1.901496]]];0;20/01/2019;22;sen12floods_s1_labels_0022_2019_01_20;22;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0022_2019_01_20;'0022;20190120;['sen12flood\\0022\\S1B_IW_GRDH_1SDV_20190120T034417_20190120T034442_014572_01B25A_F7AD_corrected_VH.tif', 'sen12flood\\0022\\S1B_IW_GRDH_1SDV_20190120T034417_20190120T034442_014572_01B25A_F7AD_corrected_VV.tif'];-1.9245833347421475;30.05673850183473;27.0;15.1;19.7;27.4;15.1;19.7;16.0;81.1;33.0;100.0;4.17;['rain'];;;;46.0;318.3;1020.8;54.1;9.1;;;;06:04:18;1547957058;18:17:04;1548001024;0.47;Rain, Partially cloudy;Partly cloudy throughout the day with late afternoon rain.;rain;['HRYR', '63726099999', '64387099999', '64383099999'];obs;Africa/Kigali;22
445;[[[-1.595591, 6.63826], [-1.595722, 6.591957], [-1.54942, 6.591825], [-1.549285, 6.638126], [-1.595591, 6.63826]]];0;16/01/2019;2;sen12floods_s1_labels_2_2019_01_16;2;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_2_2019_01_16;'2;20190116;['sen12flood\\2\\S1B_IW_GRDH_1SDV_20190116T181741_20190116T181806_014523_01B0D1_809B_corrected_VH.tif', 'sen12flood\\2\\S1B_IW_GRDH_1SDV_20190116T181741_20190116T181806_014523_01B0D1_809B_corrected_VV.tif'];6.615042334270887;-1.5725046647562086;34.2;26.1;30.0;37.4;26.1;33.0;23.3;69.6;;0.0;0.0;;;;;13.0;227.5;1011.4;50.0;7.4;;;;06:22:33;1547619753;18:09:24;1547662164;0.34;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['65442099999'];obs;Africa/Accra;2
446;[[[34.861048, -19.772609], [34.861586, -19.818853], [34.910449, -19.818337], [34.909898, -19.772094], [34.861048, -19.772609]]];1;19/04/2019;-98;sen12floods_s1_labels_0158_2019_04_19;158;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0158_2019_04_19;'0158;20190419;['sen12flood\\0158\\S1A_IW_GRDH_1SDV_20190419T030906_20190419T030931_026853_0304D2_B920_corrected_VH.tif', 'sen12flood\\0158\\S1A_IW_GRDH_1SDV_20190419T030906_20190419T030931_026853_0304D2_B920_corrected_VV.tif', 'sen12flood\\0158\\S1B_IW_GRDH_1SDV_20190419T160654_20190419T160723_015877_01DD38_00F9_corrected_VH.tif', 'sen12flood\\0158\\S1B_IW_GRDH_1SDV_20190419T160654_20190419T160723_015877_01DD38_00F9_corrected_VV.tif'];-19.79547427699593;34.88574518612686;29.1;25.0;27.2;32.9;25.0;28.9;22.6;76.6;0.0;0.0;0.0;;;;;25.9;140.1;1018.1;47.3;10.7;;;;05:52:10;1555645930;17:26:54;1555687614;0.5;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['FQBR', '67297099999'];obs;Africa/Maputo;158
447;[[[34.859444, -19.633874], [34.859977, -19.680119], [34.908799, -19.679607], [34.908251, -19.633363], [34.859444, -19.633874]]];1;20/03/2019;-108;sen12floods_s1_labels_0148_2019_03_20;148;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0148_2019_03_20;'0148;20190320;['sen12flood\\0148\\S1A_IW_GRDH_1SDV_20190320T160724_20190320T160753_026423_02F51E_2D7F_corrected_VH.tif', 'sen12flood\\0148\\S1A_IW_GRDH_1SDV_20190320T160724_20190320T160753_026423_02F51E_2D7F_corrected_VV.tif', 'sen12flood\\0148\\S1B_IW_GRDH_1SDV_20190320T030813_20190320T030839_015432_01CE6E_367E_corrected_VH.tif', 'sen12flood\\0148\\S1B_IW_GRDH_1SDV_20190320T030813_20190320T030839_015432_01CE6E_367E_corrected_VV.tif'];-19.656741935743984;34.884117689720284;26.0;24.0;25.0;26.0;24.0;25.0;23.5;91.4;0.0;0.0;0.0;;;;;0.0;;1009.5;40.8;10.0;;;;05:44:03;1553053443;17:51:42;1553097102;0.48;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['FQBR', '67297099999'];obs;Africa/Maputo;148
448;[[[31.575614, -19.220605], [31.575214, -19.266862], [31.623924, -19.267236], [31.62431, -19.220977], [31.575614, -19.220605]]];0;12/03/2019;1;sen12floods_s1_labels_1_2019_03_12;1;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_1_2019_03_12;'1;20190312;['sen12flood\\1\\S1B_IW_GRDH_1SDV_20190312T162319_20190312T162344_015323_01CAFA_AB70_corrected_VH.tif', 'sen12flood\\1\\S1B_IW_GRDH_1SDV_20190312T162319_20190312T162344_015323_01CAFA_AB70_corrected_VV.tif'];-19.24392111064186;31.599765656632748;28.9;28.9;28.9;28.2;28.2;28.2;12.9;37.3;;0.0;0.0;;;;;5.4;150.0;;10.0;30.0;;;;05:55:03;1552362903;18:11:30;1552407090;0.2;Clear;Clear conditions throughout the day.;clear-day;['67871099999'];obs;Africa/Harare;1
449;[[[48.741611, 31.627477], [48.742726, 31.581319], [48.796647, 31.58226], [48.795559, 31.62842], [48.741611, 31.627477]]];0;08/03/2019;7;sen12floods_s1_labels_0263_2019_03_08;263;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0263_2019_03_08;'0263;20190308;['sen12flood\\0263\\S1A_IW_GRDH_1SDV_20190308T144244_20190308T144309_026248_02EEA6_6F92_corrected_VH.tif', 'sen12flood\\0263\\S1A_IW_GRDH_1SDV_20190308T144244_20190308T144309_026248_02EEA6_6F92_corrected_VV.tif', 'sen12flood\\0263\\S1A_IW_GRDH_1SDV_20190308T144309_20190308T144334_026248_02EEA6_FCEA_corrected_VH.tif', 'sen12flood\\0263\\S1A_IW_GRDH_1SDV_20190308T144309_20190308T144334_026248_02EEA6_FCEA_corrected_VV.tif'];31.60487093082577;48.76913585274874;19.8;11.0;15.2;19.8;11.0;15.2;7.0;60.2;;0.0;0.0;;;;;17.6;207.4;1014.0;43.7;9.5;;;;06:34:17;1552014257;18:17:45;1552056465;0.06;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['OIAW', '40811099999', 'OIAI', '40812099999'];obs;Asia/Tehran;263
450;[[[48.636056, 31.533212], [48.637218, 31.487056], [48.691081, 31.48804], [48.689945, 31.534197], [48.636056, 31.533212]]];0;20/03/2019;17;sen12floods_s1_labels_0273_2019_03_20;273;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0273_2019_03_20;'0273;20190320;['sen12flood\\0273\\S1A_IW_GRDH_1SDV_20190320T144244_20190320T144309_026423_02F518_C514_corrected_VH.tif', 'sen12flood\\0273\\S1A_IW_GRDH_1SDV_20190320T144244_20190320T144309_026423_02F518_C514_corrected_VV.tif'];31.51062810808574;48.663575004801984;25.0;9.7;18.8;25.0;9.7;18.8;6.1;46.9;;0.0;0.0;;;;;11.4;327.4;1014.0;11.3;9.0;;;;06:19:47;1553050187;18:26:32;1553093792;0.48;Clear;Clear conditions throughout the day.;clear-day;['OIAW', '40811099999', 'OIAI', '40812099999'];obs;Asia/Tehran;273
451;[[[30.884772, -17.88488], [30.884223, -17.931126], [30.932537, -17.931646], [30.933073, -17.885398], [30.884772, -17.88488]]];0;11/01/2019;46;sen12floods_s1_labels_0046_2019_01_11;46;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0046_2019_01_11;'0046;20190111;['sen12flood\\0046\\S1B_IW_GRDH_1SDV_20190111T162345_20190111T162410_014448_01AE74_EF21_corrected_VH.tif', 'sen12flood\\0046\\S1B_IW_GRDH_1SDV_20190111T162345_20190111T162410_014448_01AE74_EF21_corrected_VV.tif'];-17.908263540605333;30.90865139972801;26.1;18.1;21.8;26.1;18.1;21.8;18.3;81.7;;0.0;0.0;;;;;16.6;3.6;1017.4;90.0;11.3;;;;05:30:33;1547177433;18:37:37;1547224657;0.18;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['67775099999'];obs;Africa/Harare;46
452;[[[32.797613, -19.779918], [32.797555, -19.826187], [32.846447, -19.826235], [32.846492, -19.779967], [32.797613, -19.779918]]];0;12/03/2019;-42;sen12floods_s1_labels_0214_2019_03_12;214;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0214_2019_03_12;'0214;20190312;['sen12flood\\0214\\S1B_IW_GRDH_1SDV_20190312T162319_20190312T162344_015323_01CAFA_AB70_corrected_VH.tif', 'sen12flood\\0214\\S1B_IW_GRDH_1SDV_20190312T162319_20190312T162344_015323_01CAFA_AB70_corrected_VV.tif'];-19.80307777516157;32.82202665967658;25.4;20.1;22.8;25.4;20.1;22.8;16.0;66.7;;0.0;0.0;;;;;14.8;169.0;;25.9;27.6;;;;05:50:00;1552362600;18:06:47;1552406807;0.2;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['67897099999', '67983099999', '67299199999'];obs;Africa/Harare;214
