location_id,image_number,date,label,orbit,filename,folder,image_dir,chemin_directory,date_satellites_S1,image_files,nouveau_chemin
0214,2,2019-02-23,0,DESCENDING,S1A_IW_GRDH_1SDV_20190223T031705_20190223T031730_026051_02E795_2CA5,0214,sen12floods_s1_source\sen12floods_s1_source_0214_20190223,0214,20190223,"['sen12flood\\0214\\S1A_IW_GRDH_1SDV_20190223T031705_20190223T031730_026051_02E795_2CA5_corrected_VH.tif', 'sen12flood\\0214\\S1A_IW_GRDH_1SDV_20190223T031705_20190223T031730_026051_02E795_2CA5_corrected_VV.tif']","['sen12flood\\0214\\S1A_IW_GRDH_1SDV_20190223T031705_20190223T031730_026051_02E795_2CA5_corrected_VH.tif', 'sen12flood\\0214\\S1A_IW_GRDH_1SDV_20190223T031705_20190223T031730_026051_02E795_2CA5_corrected_VV.tif']"
0214,3,2019-02-28,0,ASCENDING,S1B_IW_GRDH_1SDV_20190228T162319_20190228T162344_015148_01C539_5754,0214,sen12floods_s1_source\sen12floods_s1_source_0214_20190228,0214,20190228,"['sen12flood\\0214\\S1B_IW_GRDH_1SDV_20190228T162319_20190228T162344_015148_01C539_5754_corrected_VH.tif', 'sen12flood\\0214\\S1B_IW_GRDH_1SDV_20190228T162319_20190228T162344_015148_01C539_5754_corrected_VV.tif']","['sen12flood\\0214\\S1B_IW_GRDH_1SDV_20190228T162319_20190228T162344_015148_01C539_5754_corrected_VH.tif', 'sen12flood\\0214\\S1B_IW_GRDH_1SDV_20190228T162319_20190228T162344_015148_01C539_5754_corrected_VV.tif']"
0214,4,2019-03-07,0,DESCENDING,S1A_IW_GRDH_1SDV_20190307T031705_20190307T031730_026226_02EDD4_6209,0214,sen12floods_s1_source\sen12floods_s1_source_0214_20190307,0214,20190307,"['sen12flood\\0214\\S1A_IW_GRDH_1SDV_20190307T031705_20190307T031730_026226_02EDD4_6209_corrected_VH.tif', 'sen12flood\\0214\\S1A_IW_GRDH_1SDV_20190307T031705_20190307T031730_026226_02EDD4_6209_corrected_VV.tif']","['sen12flood\\0214\\S1A_IW_GRDH_1SDV_20190307T031705_20190307T031730_026226_02EDD4_6209_corrected_VH.tif', 'sen12flood\\0214\\S1A_IW_GRDH_1SDV_20190307T031705_20190307T031730_026226_02EDD4_6209_corrected_VV.tif']"
0214,5,2019-03-12,0,ASCENDING,S1B_IW_GRDH_1SDV_20190312T162319_20190312T162344_015323_01CAFA_AB70,0214,sen12floods_s1_source\sen12floods_s1_source_0214_20190312,0214,20190312,"['sen12flood\\0214\\S1B_IW_GRDH_1SDV_20190312T162319_20190312T162344_015323_01CAFA_AB70_corrected_VH.tif', 'sen12flood\\0214\\S1B_IW_GRDH_1SDV_20190312T162319_20190312T162344_015323_01CAFA_AB70_corrected_VV.tif']","['sen12flood\\0214\\S1B_IW_GRDH_1SDV_20190312T162319_20190312T162344_015323_01CAFA_AB70_corrected_VH.tif', 'sen12flood\\0214\\S1B_IW_GRDH_1SDV_20190312T162319_20190312T162344_015323_01CAFA_AB70_corrected_VV.tif']"
0214,6,2019-03-13,0,ASCENDING,S1A_IW_GRDH_1SDV_20190313T161522_20190313T161557_026321_02F156_A8A9,0214,sen12floods_s1_source\sen12floods_s1_source_0214_20190313,0214,20190313,"['sen12flood\\0214\\S1A_IW_GRDH_1SDV_20190313T161522_20190313T161557_026321_02F156_A8A9_corrected_VH.tif', 'sen12flood\\0214\\S1A_IW_GRDH_1SDV_20190313T161522_20190313T161557_026321_02F156_A8A9_corrected_VV.tif']","['sen12flood\\0214\\S1A_IW_GRDH_1SDV_20190313T161522_20190313T161557_026321_02F156_A8A9_corrected_VH.tif', 'sen12flood\\0214\\S1A_IW_GRDH_1SDV_20190313T161522_20190313T161557_026321_02F156_A8A9_corrected_VV.tif']"
0214,7,2019-03-18,1,ASCENDING,S1A_IW_GRDH_1SDV_20190318T162351_20190318T162420_026394_02F415_5335,0214,sen12floods_s1_source\sen12floods_s1_source_0214_20190318,0214,20190318,"['sen12flood\\0214\\S1A_IW_GRDH_1SDV_20190318T162351_20190318T162420_026394_02F415_5335_corrected_VH.tif', 'sen12flood\\0214\\S1A_IW_GRDH_1SDV_20190318T162351_20190318T162420_026394_02F415_5335_corrected_VV.tif']","['sen12flood\\0214\\S1A_IW_GRDH_1SDV_20190318T162351_20190318T162420_026394_02F415_5335_corrected_VH.tif', 'sen12flood\\0214\\S1A_IW_GRDH_1SDV_20190318T162351_20190318T162420_026394_02F415_5335_corrected_VV.tif']"
0214,8,2019-03-19,1,DESCENDING,S1A_IW_GRDH_1SDV_20190319T031705_20190319T031730_026401_02F44F_2D37,0214,sen12floods_s1_source\sen12floods_s1_source_0214_20190319,0214,20190319,"['sen12flood\\0214\\S1A_IW_GRDH_1SDV_20190319T031705_20190319T031730_026401_02F44F_2D37_corrected_VH.tif', 'sen12flood\\0214\\S1A_IW_GRDH_1SDV_20190319T031705_20190319T031730_026401_02F44F_2D37_corrected_VV.tif', 'sen12flood\\0214\\S1B_IW_GRDH_1SDV_20190319T161451_20190319T161520_015425_01CE3C_A401_corrected_VH.tif', 'sen12flood\\0214\\S1B_IW_GRDH_1SDV_20190319T161451_20190319T161520_015425_01CE3C_A401_corrected_VV.tif']","['sen12flood\\0214\\S1A_IW_GRDH_1SDV_20190319T031705_20190319T031730_026401_02F44F_2D37_corrected_VH.tif', 'sen12flood\\0214\\S1A_IW_GRDH_1SDV_20190319T031705_20190319T031730_026401_02F44F_2D37_corrected_VV.tif', 'sen12flood\\0214\\S1B_IW_GRDH_1SDV_20190319T161451_20190319T161520_015425_01CE3C_A401_corrected_VH.tif', 'sen12flood\\0214\\S1B_IW_GRDH_1SDV_20190319T161451_20190319T161520_015425_01CE3C_A401_corrected_VV.tif']"
0214,9,2019-03-19,1,ASCENDING,S1B_IW_GRDH_1SDV_20190319T161451_20190319T161520_015425_01CE3C_A401,0214,sen12floods_s1_source\sen12floods_s1_source_0214_20190319,0214,20190319,"['sen12flood\\0214\\S1A_IW_GRDH_1SDV_20190319T031705_20190319T031730_026401_02F44F_2D37_corrected_VH.tif', 'sen12flood\\0214\\S1A_IW_GRDH_1SDV_20190319T031705_20190319T031730_026401_02F44F_2D37_corrected_VV.tif', 'sen12flood\\0214\\S1B_IW_GRDH_1SDV_20190319T161451_20190319T161520_015425_01CE3C_A401_corrected_VH.tif', 'sen12flood\\0214\\S1B_IW_GRDH_1SDV_20190319T161451_20190319T161520_015425_01CE3C_A401_corrected_VV.tif']","['sen12flood\\0214\\S1A_IW_GRDH_1SDV_20190319T031705_20190319T031730_026401_02F44F_2D37_corrected_VH.tif', 'sen12flood\\0214\\S1A_IW_GRDH_1SDV_20190319T031705_20190319T031730_026401_02F44F_2D37_corrected_VV.tif', 'sen12flood\\0214\\S1B_IW_GRDH_1SDV_20190319T161451_20190319T161520_015425_01CE3C_A401_corrected_VH.tif', 'sen12flood\\0214\\S1B_IW_GRDH_1SDV_20190319T161451_20190319T161520_015425_01CE3C_A401_corrected_VV.tif']"
0214,10,2019-03-24,1,ASCENDING,S1B_IW_GRDH_1SDV_20190324T162319_20190324T162344_015498_01D0A4_DD55,0214,sen12floods_s1_source\sen12floods_s1_source_0214_20190324,0214,20190324,"['sen12flood\\0214\\S1B_IW_GRDH_1SDV_20190324T162319_20190324T162344_015498_01D0A4_DD55_corrected_VH.tif', 'sen12flood\\0214\\S1B_IW_GRDH_1SDV_20190324T162319_20190324T162344_015498_01D0A4_DD55_corrected_VV.tif']","['sen12flood\\0214\\S1B_IW_GRDH_1SDV_20190324T162319_20190324T162344_015498_01D0A4_DD55_corrected_VH.tif', 'sen12flood\\0214\\S1B_IW_GRDH_1SDV_20190324T162319_20190324T162344_015498_01D0A4_DD55_corrected_VV.tif']"
0214,11,2019-03-25,1,DESCENDING,S1B_IW_GRDH_1SDV_20190325T031623_20190325T031648_015505_01D0E3_8490,0214,sen12floods_s1_source\sen12floods_s1_source_0214_20190325,0214,20190325,"['sen12flood\\0214\\S1A_IW_GRDH_1SDV_20190325T161548_20190325T161613_026496_02F7C9_BC80_corrected_VH.tif', 'sen12flood\\0214\\S1A_IW_GRDH_1SDV_20190325T161548_20190325T161613_026496_02F7C9_BC80_corrected_VV.tif', 'sen12flood\\0214\\S1B_IW_GRDH_1SDV_20190325T031623_20190325T031648_015505_01D0E3_8490_corrected_VH.tif', 'sen12flood\\0214\\S1B_IW_GRDH_1SDV_20190325T031623_20190325T031648_015505_01D0E3_8490_corrected_VV.tif']","['sen12flood\\0214\\S1A_IW_GRDH_1SDV_20190325T161548_20190325T161613_026496_02F7C9_BC80_corrected_VH.tif', 'sen12flood\\0214\\S1A_IW_GRDH_1SDV_20190325T161548_20190325T161613_026496_02F7C9_BC80_corrected_VV.tif', 'sen12flood\\0214\\S1B_IW_GRDH_1SDV_20190325T031623_20190325T031648_015505_01D0E3_8490_corrected_VH.tif', 'sen12flood\\0214\\S1B_IW_GRDH_1SDV_20190325T031623_20190325T031648_015505_01D0E3_8490_corrected_VV.tif']"
0214,12,2019-03-25,1,ASCENDING,S1A_IW_GRDH_1SDV_20190325T161548_20190325T161613_026496_02F7C9_BC80,0214,sen12floods_s1_source\sen12floods_s1_source_0214_20190325,0214,20190325,"['sen12flood\\0214\\S1A_IW_GRDH_1SDV_20190325T161548_20190325T161613_026496_02F7C9_BC80_corrected_VH.tif', 'sen12flood\\0214\\S1A_IW_GRDH_1SDV_20190325T161548_20190325T161613_026496_02F7C9_BC80_corrected_VV.tif', 'sen12flood\\0214\\S1B_IW_GRDH_1SDV_20190325T031623_20190325T031648_015505_01D0E3_8490_corrected_VH.tif', 'sen12flood\\0214\\S1B_IW_GRDH_1SDV_20190325T031623_20190325T031648_015505_01D0E3_8490_corrected_VV.tif']","['sen12flood\\0214\\S1A_IW_GRDH_1SDV_20190325T161548_20190325T161613_026496_02F7C9_BC80_corrected_VH.tif', 'sen12flood\\0214\\S1A_IW_GRDH_1SDV_20190325T161548_20190325T161613_026496_02F7C9_BC80_corrected_VV.tif', 'sen12flood\\0214\\S1B_IW_GRDH_1SDV_20190325T031623_20190325T031648_015505_01D0E3_8490_corrected_VH.tif', 'sen12flood\\0214\\S1B_IW_GRDH_1SDV_20190325T031623_20190325T031648_015505_01D0E3_8490_corrected_VV.tif']"
0214,13,2019-03-30,1,ASCENDING,S1A_IW_GRDH_1SDV_20190330T162340_20190330T162405_026569_02FA83_35E1,0214,sen12floods_s1_source\sen12floods_s1_source_0214_20190330,0214,20190330,"['sen12flood\\0214\\S1A_IW_GRDH_1SDV_20190330T162340_20190330T162405_026569_02FA83_35E1_corrected_VH.tif', 'sen12flood\\0214\\S1A_IW_GRDH_1SDV_20190330T162340_20190330T162405_026569_02FA83_35E1_corrected_VV.tif']","['sen12flood\\0214\\S1A_IW_GRDH_1SDV_20190330T162340_20190330T162405_026569_02FA83_35E1_corrected_VH.tif', 'sen12flood\\0214\\S1A_IW_GRDH_1SDV_20190330T162340_20190330T162405_026569_02FA83_35E1_corrected_VV.tif']"
0214,14,2019-03-31,1,DESCENDING,S1A_IW_GRDH_1SDV_20190331T031706_20190331T031731_026576_02FABC_DD51,0214,sen12floods_s1_source\sen12floods_s1_source_0214_20190331,0214,20190331,"['sen12flood\\0214\\S1A_IW_GRDH_1SDV_20190331T031706_20190331T031731_026576_02FABC_DD51_corrected_VH.tif', 'sen12flood\\0214\\S1A_IW_GRDH_1SDV_20190331T031706_20190331T031731_026576_02FABC_DD51_corrected_VV.tif', 'sen12flood\\0214\\S1B_IW_GRDH_1SDV_20190331T161454_20190331T161529_015600_01D3F1_A8DB_corrected_VH.tif', 'sen12flood\\0214\\S1B_IW_GRDH_1SDV_20190331T161454_20190331T161529_015600_01D3F1_A8DB_corrected_VV.tif']","['sen12flood\\0214\\S1A_IW_GRDH_1SDV_20190331T031706_20190331T031731_026576_02FABC_DD51_corrected_VH.tif', 'sen12flood\\0214\\S1A_IW_GRDH_1SDV_20190331T031706_20190331T031731_026576_02FABC_DD51_corrected_VV.tif', 'sen12flood\\0214\\S1B_IW_GRDH_1SDV_20190331T161454_20190331T161529_015600_01D3F1_A8DB_corrected_VH.tif', 'sen12flood\\0214\\S1B_IW_GRDH_1SDV_20190331T161454_20190331T161529_015600_01D3F1_A8DB_corrected_VV.tif']"
0214,15,2019-03-31,1,ASCENDING,S1B_IW_GRDH_1SDV_20190331T161454_20190331T161529_015600_01D3F1_A8DB,0214,sen12floods_s1_source\sen12floods_s1_source_0214_20190331,0214,20190331,"['sen12flood\\0214\\S1A_IW_GRDH_1SDV_20190331T031706_20190331T031731_026576_02FABC_DD51_corrected_VH.tif', 'sen12flood\\0214\\S1A_IW_GRDH_1SDV_20190331T031706_20190331T031731_026576_02FABC_DD51_corrected_VV.tif', 'sen12flood\\0214\\S1B_IW_GRDH_1SDV_20190331T161454_20190331T161529_015600_01D3F1_A8DB_corrected_VH.tif', 'sen12flood\\0214\\S1B_IW_GRDH_1SDV_20190331T161454_20190331T161529_015600_01D3F1_A8DB_corrected_VV.tif']","['sen12flood\\0214\\S1A_IW_GRDH_1SDV_20190331T031706_20190331T031731_026576_02FABC_DD51_corrected_VH.tif', 'sen12flood\\0214\\S1A_IW_GRDH_1SDV_20190331T031706_20190331T031731_026576_02FABC_DD51_corrected_VV.tif', 'sen12flood\\0214\\S1B_IW_GRDH_1SDV_20190331T161454_20190331T161529_015600_01D3F1_A8DB_corrected_VH.tif', 'sen12flood\\0214\\S1B_IW_GRDH_1SDV_20190331T161454_20190331T161529_015600_01D3F1_A8DB_corrected_VV.tif']"
0214,16,2019-04-05,1,ASCENDING,S1B_IW_GRDH_1SDV_20190405T162319_20190405T162344_015673_01D66F_BCE7,0214,sen12floods_s1_source\sen12floods_s1_source_0214_20190405,0214,20190405,"['sen12flood\\0214\\S1B_IW_GRDH_1SDV_20190405T162319_20190405T162344_015673_01D66F_BCE7_corrected_VH.tif', 'sen12flood\\0214\\S1B_IW_GRDH_1SDV_20190405T162319_20190405T162344_015673_01D66F_BCE7_corrected_VV.tif']","['sen12flood\\0214\\S1B_IW_GRDH_1SDV_20190405T162319_20190405T162344_015673_01D66F_BCE7_corrected_VH.tif', 'sen12flood\\0214\\S1B_IW_GRDH_1SDV_20190405T162319_20190405T162344_015673_01D66F_BCE7_corrected_VV.tif']"
0214,17,2019-04-12,1,DESCENDING,S1A_IW_GRDH_1SDV_20190412T031706_20190412T031731_026751_030125_194F,0214,sen12floods_s1_source\sen12floods_s1_source_0214_20190412,0214,20190412,"['sen12flood\\0214\\S1A_IW_GRDH_1SDV_20190412T031706_20190412T031731_026751_030125_194F_corrected_VH.tif', 'sen12flood\\0214\\S1A_IW_GRDH_1SDV_20190412T031706_20190412T031731_026751_030125_194F_corrected_VV.tif']","['sen12flood\\0214\\S1A_IW_GRDH_1SDV_20190412T031706_20190412T031731_026751_030125_194F_corrected_VH.tif', 'sen12flood\\0214\\S1A_IW_GRDH_1SDV_20190412T031706_20190412T031731_026751_030125_194F_corrected_VV.tif']"
0214,18,2019-04-17,1,ASCENDING,S1B_IW_GRDH_1SDV_20190417T162320_20190417T162345_015848_01DC3E_605F,0214,sen12floods_s1_source\sen12floods_s1_source_0214_20190417,0214,20190417,"['sen12flood\\0214\\S1B_IW_GRDH_1SDV_20190417T162320_20190417T162345_015848_01DC3E_605F_corrected_VH.tif', 'sen12flood\\0214\\S1B_IW_GRDH_1SDV_20190417T162320_20190417T162345_015848_01DC3E_605F_corrected_VV.tif']","['sen12flood\\0214\\S1B_IW_GRDH_1SDV_20190417T162320_20190417T162345_015848_01DC3E_605F_corrected_VH.tif', 'sen12flood\\0214\\S1B_IW_GRDH_1SDV_20190417T162320_20190417T162345_015848_01DC3E_605F_corrected_VV.tif']"
0333,1,2019-01-18,0,DESCENDING,S1A_IW_GRDH_1SDV_20190118T194433_20190118T194458_025536_02D511_B847,0333,sen12floods_s1_source\sen12floods_s1_source_0333_20190118,0333,20190118,"['sen12flood\\0333\\S1A_IW_GRDH_1SDV_20190118T194433_20190118T194458_025536_02D511_B847_corrected_VH.tif', 'sen12flood\\0333\\S1A_IW_GRDH_1SDV_20190118T194433_20190118T194458_025536_02D511_B847_corrected_VV.tif']","['sen12flood\\0333\\S1A_IW_GRDH_1SDV_20190118T194433_20190118T194458_025536_02D511_B847_corrected_VH.tif', 'sen12flood\\0333\\S1A_IW_GRDH_1SDV_20190118T194433_20190118T194458_025536_02D511_B847_corrected_VV.tif']"
0333,2,2019-01-30,1,DESCENDING,S1A_IW_GRDH_1SDV_20190130T194433_20190130T194458_025711_02DB77_9523,0333,sen12floods_s1_source\sen12floods_s1_source_0333_20190130,0333,20190130,"['sen12flood\\0333\\S1A_IW_GRDH_1SDV_20190130T194433_20190130T194458_025711_02DB77_9523_corrected_VH.tif', 'sen12flood\\0333\\S1A_IW_GRDH_1SDV_20190130T194433_20190130T194458_025711_02DB77_9523_corrected_VV.tif']","['sen12flood\\0333\\S1A_IW_GRDH_1SDV_20190130T194433_20190130T194458_025711_02DB77_9523_corrected_VH.tif', 'sen12flood\\0333\\S1A_IW_GRDH_1SDV_20190130T194433_20190130T194458_025711_02DB77_9523_corrected_VV.tif']"
0333,3,2019-02-05,1,DESCENDING,S1B_IW_GRDH_1SDV_20190205T194356_20190205T194414_014815_01BA56_41B6,0333,sen12floods_s1_source\sen12floods_s1_source_0333_20190205,0333,20190205,"['sen12flood\\0333\\S1B_IW_GRDH_1SDV_20190205T194327_20190205T194356_014815_01BA56_586F_corrected_VH.tif', 'sen12flood\\0333\\S1B_IW_GRDH_1SDV_20190205T194327_20190205T194356_014815_01BA56_586F_corrected_VV.tif', 'sen12flood\\0333\\S1B_IW_GRDH_1SDV_20190205T194356_20190205T194414_014815_01BA56_41B6_corrected_VH.tif', 'sen12flood\\0333\\S1B_IW_GRDH_1SDV_20190205T194356_20190205T194414_014815_01BA56_41B6_corrected_VV.tif']","['sen12flood\\0333\\S1B_IW_GRDH_1SDV_20190205T194327_20190205T194356_014815_01BA56_586F_corrected_VH.tif', 'sen12flood\\0333\\S1B_IW_GRDH_1SDV_20190205T194327_20190205T194356_014815_01BA56_586F_corrected_VV.tif', 'sen12flood\\0333\\S1B_IW_GRDH_1SDV_20190205T194356_20190205T194414_014815_01BA56_41B6_corrected_VH.tif', 'sen12flood\\0333\\S1B_IW_GRDH_1SDV_20190205T194356_20190205T194414_014815_01BA56_41B6_corrected_VV.tif']"
0333,4,2019-02-05,1,DESCENDING,S1B_IW_GRDH_1SDV_20190205T194327_20190205T194356_014815_01BA56_586F,0333,sen12floods_s1_source\sen12floods_s1_source_0333_20190205,0333,20190205,"['sen12flood\\0333\\S1B_IW_GRDH_1SDV_20190205T194327_20190205T194356_014815_01BA56_586F_corrected_VH.tif', 'sen12flood\\0333\\S1B_IW_GRDH_1SDV_20190205T194327_20190205T194356_014815_01BA56_586F_corrected_VV.tif', 'sen12flood\\0333\\S1B_IW_GRDH_1SDV_20190205T194356_20190205T194414_014815_01BA56_41B6_corrected_VH.tif', 'sen12flood\\0333\\S1B_IW_GRDH_1SDV_20190205T194356_20190205T194414_014815_01BA56_41B6_corrected_VV.tif']","['sen12flood\\0333\\S1B_IW_GRDH_1SDV_20190205T194327_20190205T194356_014815_01BA56_586F_corrected_VH.tif', 'sen12flood\\0333\\S1B_IW_GRDH_1SDV_20190205T194327_20190205T194356_014815_01BA56_586F_corrected_VV.tif', 'sen12flood\\0333\\S1B_IW_GRDH_1SDV_20190205T194356_20190205T194414_014815_01BA56_41B6_corrected_VH.tif', 'sen12flood\\0333\\S1B_IW_GRDH_1SDV_20190205T194356_20190205T194414_014815_01BA56_41B6_corrected_VV.tif']"
0333,5,2019-02-06,1,ASCENDING,S1A_IW_GRDH_1SDV_20190206T084322_20190206T084356_025806_02DECC_48D4,0333,sen12floods_s1_source\sen12floods_s1_source_0333_20190206,0333,20190206,"['sen12flood\\0333\\S1A_IW_GRDH_1SDV_20190206T084322_20190206T084356_025806_02DECC_48D4_corrected_VH.tif', 'sen12flood\\0333\\S1A_IW_GRDH_1SDV_20190206T084322_20190206T084356_025806_02DECC_48D4_corrected_VV.tif']","['sen12flood\\0333\\S1A_IW_GRDH_1SDV_20190206T084322_20190206T084356_025806_02DECC_48D4_corrected_VH.tif', 'sen12flood\\0333\\S1A_IW_GRDH_1SDV_20190206T084322_20190206T084356_025806_02DECC_48D4_corrected_VV.tif']"
0333,6,2019-02-12,1,ASCENDING,S1B_IW_GRDH_1SDV_20190212T084222_20190212T084251_014910_01BD61_C22B,0333,sen12floods_s1_source\sen12floods_s1_source_0333_20190212,0333,20190212,"['sen12flood\\0333\\S1B_IW_GRDH_1SDV_20190212T084222_20190212T084251_014910_01BD61_C22B_corrected_VH.tif', 'sen12flood\\0333\\S1B_IW_GRDH_1SDV_20190212T084222_20190212T084251_014910_01BD61_C22B_corrected_VV.tif']","['sen12flood\\0333\\S1B_IW_GRDH_1SDV_20190212T084222_20190212T084251_014910_01BD61_C22B_corrected_VH.tif', 'sen12flood\\0333\\S1B_IW_GRDH_1SDV_20190212T084222_20190212T084251_014910_01BD61_C22B_corrected_VV.tif']"
0333,7,2019-02-11,1,DESCENDING,S1A_IW_GRDH_1SDV_20190211T194432_20190211T194457_025886_02E1B7_4856,0333,sen12floods_s1_source\sen12floods_s1_source_0333_20190211,0333,20190211,"['sen12flood\\0333\\S1A_IW_GRDH_1SDV_20190211T194432_20190211T194457_025886_02E1B7_4856_corrected_VH.tif', 'sen12flood\\0333\\S1A_IW_GRDH_1SDV_20190211T194432_20190211T194457_025886_02E1B7_4856_corrected_VV.tif']","['sen12flood\\0333\\S1A_IW_GRDH_1SDV_20190211T194432_20190211T194457_025886_02E1B7_4856_corrected_VH.tif', 'sen12flood\\0333\\S1A_IW_GRDH_1SDV_20190211T194432_20190211T194457_025886_02E1B7_4856_corrected_VV.tif']"
0333,8,2019-02-23,1,DESCENDING,S1A_IW_GRDH_1SDV_20190223T194432_20190223T194457_026061_02E7F3_3C3A,0333,sen12floods_s1_source\sen12floods_s1_source_0333_20190223,0333,20190223,"['sen12flood\\0333\\S1A_IW_GRDH_1SDV_20190223T194432_20190223T194457_026061_02E7F3_3C3A_corrected_VH.tif', 'sen12flood\\0333\\S1A_IW_GRDH_1SDV_20190223T194432_20190223T194457_026061_02E7F3_3C3A_corrected_VV.tif']","['sen12flood\\0333\\S1A_IW_GRDH_1SDV_20190223T194432_20190223T194457_026061_02E7F3_3C3A_corrected_VH.tif', 'sen12flood\\0333\\S1A_IW_GRDH_1SDV_20190223T194432_20190223T194457_026061_02E7F3_3C3A_corrected_VV.tif']"
0333,9,2019-03-07,1,DESCENDING,S1A_IW_GRDH_1SDV_20190307T194432_20190307T194457_026236_02EE37_2A1B,0333,sen12floods_s1_source\sen12floods_s1_source_0333_20190307,0333,20190307,"['sen12flood\\0333\\S1A_IW_GRDH_1SDV_20190307T194432_20190307T194457_026236_02EE37_2A1B_corrected_VH.tif', 'sen12flood\\0333\\S1A_IW_GRDH_1SDV_20190307T194432_20190307T194457_026236_02EE37_2A1B_corrected_VV.tif']","['sen12flood\\0333\\S1A_IW_GRDH_1SDV_20190307T194432_20190307T194457_026236_02EE37_2A1B_corrected_VH.tif', 'sen12flood\\0333\\S1A_IW_GRDH_1SDV_20190307T194432_20190307T194457_026236_02EE37_2A1B_corrected_VV.tif']"
0212,1,2019-02-16,0,ASCENDING,S1B_IW_GRDH_1SDV_20190216T162319_20190216T162344_014973_01BF7C_F567,0212,sen12floods_s1_source\sen12floods_s1_source_0212_20190216,0212,20190216,"['sen12flood\\0212\\S1B_IW_GRDH_1SDV_20190216T162319_20190216T162344_014973_01BF7C_F567_corrected_VH.tif', 'sen12flood\\0212\\S1B_IW_GRDH_1SDV_20190216T162319_20190216T162344_014973_01BF7C_F567_corrected_VV.tif']","['sen12flood\\0212\\S1B_IW_GRDH_1SDV_20190216T162319_20190216T162344_014973_01BF7C_F567_corrected_VH.tif', 'sen12flood\\0212\\S1B_IW_GRDH_1SDV_20190216T162319_20190216T162344_014973_01BF7C_F567_corrected_VV.tif']"
0212,2,2019-02-23,0,DESCENDING,S1A_IW_GRDH_1SDV_20190223T031705_20190223T031730_026051_02E795_2CA5,0212,sen12floods_s1_source\sen12floods_s1_source_0212_20190223,0212,20190223,"['sen12flood\\0212\\S1A_IW_GRDH_1SDV_20190223T031705_20190223T031730_026051_02E795_2CA5_corrected_VH.tif', 'sen12flood\\0212\\S1A_IW_GRDH_1SDV_20190223T031705_20190223T031730_026051_02E795_2CA5_corrected_VV.tif']","['sen12flood\\0212\\S1A_IW_GRDH_1SDV_20190223T031705_20190223T031730_026051_02E795_2CA5_corrected_VH.tif', 'sen12flood\\0212\\S1A_IW_GRDH_1SDV_20190223T031705_20190223T031730_026051_02E795_2CA5_corrected_VV.tif']"
0212,3,2019-02-28,0,ASCENDING,S1B_IW_GRDH_1SDV_20190228T162319_20190228T162344_015148_01C539_5754,0212,sen12floods_s1_source\sen12floods_s1_source_0212_20190228,0212,20190228,"['sen12flood\\0212\\S1B_IW_GRDH_1SDV_20190228T162319_20190228T162344_015148_01C539_5754_corrected_VH.tif', 'sen12flood\\0212\\S1B_IW_GRDH_1SDV_20190228T162319_20190228T162344_015148_01C539_5754_corrected_VV.tif']","['sen12flood\\0212\\S1B_IW_GRDH_1SDV_20190228T162319_20190228T162344_015148_01C539_5754_corrected_VH.tif', 'sen12flood\\0212\\S1B_IW_GRDH_1SDV_20190228T162319_20190228T162344_015148_01C539_5754_corrected_VV.tif']"
0212,4,2019-03-07,0,DESCENDING,S1A_IW_GRDH_1SDV_20190307T031705_20190307T031730_026226_02EDD4_6209,0212,sen12floods_s1_source\sen12floods_s1_source_0212_20190307,0212,20190307,"['sen12flood\\0212\\S1A_IW_GRDH_1SDV_20190307T031705_20190307T031730_026226_02EDD4_6209_corrected_VH.tif', 'sen12flood\\0212\\S1A_IW_GRDH_1SDV_20190307T031705_20190307T031730_026226_02EDD4_6209_corrected_VV.tif']","['sen12flood\\0212\\S1A_IW_GRDH_1SDV_20190307T031705_20190307T031730_026226_02EDD4_6209_corrected_VH.tif', 'sen12flood\\0212\\S1A_IW_GRDH_1SDV_20190307T031705_20190307T031730_026226_02EDD4_6209_corrected_VV.tif']"
0212,5,2019-03-12,0,ASCENDING,S1B_IW_GRDH_1SDV_20190312T162319_20190312T162344_015323_01CAFA_AB70,0212,sen12floods_s1_source\sen12floods_s1_source_0212_20190312,0212,20190312,"['sen12flood\\0212\\S1B_IW_GRDH_1SDV_20190312T162319_20190312T162344_015323_01CAFA_AB70_corrected_VH.tif', 'sen12flood\\0212\\S1B_IW_GRDH_1SDV_20190312T162319_20190312T162344_015323_01CAFA_AB70_corrected_VV.tif']","['sen12flood\\0212\\S1B_IW_GRDH_1SDV_20190312T162319_20190312T162344_015323_01CAFA_AB70_corrected_VH.tif', 'sen12flood\\0212\\S1B_IW_GRDH_1SDV_20190312T162319_20190312T162344_015323_01CAFA_AB70_corrected_VV.tif']"
0212,6,2019-03-13,0,ASCENDING,S1A_IW_GRDH_1SDV_20190313T161522_20190313T161557_026321_02F156_A8A9,0212,sen12floods_s1_source\sen12floods_s1_source_0212_20190313,0212,20190313,"['sen12flood\\0212\\S1A_IW_GRDH_1SDV_20190313T161522_20190313T161557_026321_02F156_A8A9_corrected_VH.tif', 'sen12flood\\0212\\S1A_IW_GRDH_1SDV_20190313T161522_20190313T161557_026321_02F156_A8A9_corrected_VV.tif']","['sen12flood\\0212\\S1A_IW_GRDH_1SDV_20190313T161522_20190313T161557_026321_02F156_A8A9_corrected_VH.tif', 'sen12flood\\0212\\S1A_IW_GRDH_1SDV_20190313T161522_20190313T161557_026321_02F156_A8A9_corrected_VV.tif']"
